_id,sessionID,depot_id,stationID,vehicle_type,charger_type,timezone,connectionTime,disconnectTime,doneChargingTime,extraTime,kWhDelivered,kWhRequested,minutesAvailable,WhPerMile,BUS_CAPACITY_KWH,plug_in_soc_kwh,plug_out_soc_kwh,plug_in_soc_percent,plug_out_soc_percent,energy_met_percent
D159_CAR_MODEL_A_34,D159_CAR_MODEL_A_34,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-08 19:34:55.992312,2024-06-08 20:15:55.992312,2024-06-08 20:05:00,10.9332052,7.33,6.92,41.0,300,75.0,48.65,55.98,64.86,74.64,106.04
D159_CAR_MODEL_A_35,D159_CAR_MODEL_A_35,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-08 20:28:15.080530,2024-06-08 21:05:15.080530,2024-06-08 20:55:00,10.251342166666666,6.42,6.24,37.0,300,75.0,51.3,57.72,68.41,76.96,102.82
D159_CAR_MODEL_B_39,D159_CAR_MODEL_B_39,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-06-08 20:31:52.386088,2024-06-08 21:08:52.386088,2024-06-08 21:00:00,8.873101466666666,4.2,4.08,37.0,300,60.0,10.8,15.0,17.99,24.99,102.82
D160_CAR_MODEL_A_14,D160_CAR_MODEL_A_14,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-09 08:01:57.450050,2024-06-09 08:47:57.450050,2024-06-09 08:40:00,7.957500833333333,8.25,7.76,46.0,300,75.0,32.29,40.54,43.05,54.05,106.33
D160_CAR_MODEL_A_0,D160_CAR_MODEL_A_0,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-09 09:38:16.679153,2024-06-09 10:26:16.679153,2024-06-09 10:15:00,11.277985883333335,8.25,8.1,48.0,300,75.0,30.49,38.74,40.65,51.65,101.9
D160_R1_B0_L1_Pagoh,D160_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-09 10:26:47.666272,2024-06-09 10:56:47.666272,2024-06-09 10:50:00,6.794437866666667,125.0,115.0,30.0,2000,324.0,130.22,255.22,40.19,78.77,108.7
D160_R1_B1_L1_Pagoh,D160_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-09 10:41:53.357714,2024-06-09 11:11:53.357714,2024-06-09 11:05:00,6.889295233333333,125.0,115.0,30.0,2000,324.0,148.14,273.14,45.72,84.3,108.7
D160_R1_B2_L1_Pagoh,D160_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-09 11:01:53.128418,2024-06-09 11:31:53.128418,2024-06-09 11:25:00,6.8854736333333335,125.0,115.0,30.0,2000,324.0,83.08,208.08,25.64,64.22,108.7
D160_R1_B3_L1_Pagoh,D160_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-09 11:24:40.545680,2024-06-09 11:54:40.545680,2024-06-09 11:45:00,9.675761333333332,125.0,115.0,30.0,2000,324.0,146.94,271.94,45.35,83.93,108.7
D160_R2_B1_L1_Pagoh,D160_R2_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-09 12:22:30.384110,2024-06-09 12:52:30.384110,2024-06-09 12:45:00,7.506401833333333,125.0,115.0,30.0,2000,324.0,105.73,230.73,32.63,71.21,108.7
D160_CAR_MODEL_A_2,D160_CAR_MODEL_A_2,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-09 13:53:51.212098,2024-06-09 14:53:51.212098,2024-06-09 14:45:00,8.853534966666667,11.0,10.12,60.0,300,75.0,48.68,59.68,64.91,79.57,108.7
D160_CAR_MODEL_A_26,D160_CAR_MODEL_A_26,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-09 14:32:22.488147,2024-06-09 15:21:22.488147,2024-06-09 15:15:00,6.374802450000001,9.17,8.26,49.0,300,75.0,38.72,47.89,51.63,63.85,110.91
D160_CAR_MODEL_A_13,D160_CAR_MODEL_A_13,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-09 15:36:11.536808,2024-06-09 16:07:11.536808,2024-06-09 16:00:00,7.192280133333333,5.5,5.23,31.0,300,75.0,27.39,32.89,36.52,43.86,105.19
D160_R1_B0_L3_Pagoh,D160_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-09 15:42:28.903673,2024-06-09 16:12:28.903673,2024-06-09 16:05:00,7.481727883333334,125.0,115.0,30.0,2000,324.0,160.61,285.61,49.57,88.15,108.7
D160_R1_B1_L3_Pagoh,D160_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-09 16:03:23.935296,2024-06-09 16:33:23.935296,2024-06-09 16:25:00,8.3989216,125.0,115.0,30.0,2000,324.0,123.11,248.11,38.0,76.58,108.7
D160_R2_B0_L3_Pagoh,D160_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-09 16:26:52.690729,2024-06-09 16:56:52.690729,2024-06-09 16:50:00,6.878178816666666,125.0,115.0,30.0,2000,324.0,183.89,308.89,56.76,95.34,108.7
D160_R1_B2_L3_Pagoh,D160_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-09 16:32:09.818377,2024-06-09 17:02:09.818377,2024-06-09 16:55:00,7.163639616666667,125.0,115.0,30.0,2000,324.0,161.12,286.12,49.73,88.31,108.7
D160_R2_B2_L3_Pagoh,D160_R2_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-09 16:56:27.673572,2024-06-09 17:26:27.673572,2024-06-09 17:20:00,6.4612262,125.0,115.0,30.0,2000,324.0,108.66,233.66,33.54,72.12,108.7
D160_CAR_MODEL_B_2,D160_CAR_MODEL_B_2,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-09 17:25:54.776953,2024-06-09 18:04:54.776953,2024-06-09 17:55:00,9.912949216666668,4.2,4.31,39.0,300,60.0,41.82,46.02,69.7,76.7,97.55
D160_R2_B1_L3_Pagoh,D160_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-09 17:42:58.395622,2024-06-09 18:12:58.395622,2024-06-09 18:05:00,7.973260366666667,125.0,115.0,30.0,2000,324.0,149.05,274.05,46.0,84.58,108.7
D160_R1_B3_L3_Pagoh,D160_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-09 18:00:13.976040,2024-06-09 18:30:13.976040,2024-06-09 18:25:00,5.232934,125.0,115.0,30.0,2000,324.0,118.3,243.3,36.51,75.09,108.7
D160_R1_B4_L3_Pagoh,D160_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-09 18:06:39.916820,2024-06-09 18:36:39.916820,2024-06-09 18:30:00,6.665280333333333,125.0,115.0,30.0,2000,324.0,147.31,272.31,45.47,84.05,108.7
D160_CAR_MODEL_A_16,D160_CAR_MODEL_A_16,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-09 18:57:03.482903,2024-06-09 19:29:03.482903,2024-06-09 19:20:00,9.058048383333333,5.5,5.4,32.0,300,75.0,44.94,50.44,59.92,67.25,101.9
D160_CAR_MODEL_B_25,D160_CAR_MODEL_B_25,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-09 19:26:54.110192,2024-06-09 20:09:54.110192,2024-06-09 20:00:00,9.901836533333332,4.8,4.75,43.0,300,60.0,8.64,13.44,14.41,22.41,101.11
D160_CAR_MODEL_A_27,D160_CAR_MODEL_A_27,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-09 20:03:14.110010,2024-06-09 20:34:14.110010,2024-06-09 20:25:00,9.235166833333333,5.5,5.23,31.0,300,75.0,9.55,15.05,12.73,20.07,105.19
D160_CAR_MODEL_B_36,D160_CAR_MODEL_B_36,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-09 20:17:02.033403,2024-06-09 21:11:02.033403,2024-06-09 21:00:00,11.03389005,6.0,5.96,54.0,300,60.0,22.86,28.86,38.09,48.09,100.64
D160_CAR_MODEL_A_10,D160_CAR_MODEL_A_10,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-09 20:52:46.983615,2024-06-09 21:47:46.983615,2024-06-09 21:40:00,7.78306025,10.08,9.28,55.0,300,75.0,26.79,36.88,35.72,49.17,108.7
D160_CAR_MODEL_B_7,D160_CAR_MODEL_B_7,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-06-09 20:53:06.946054,2024-06-09 21:48:06.946054,2024-06-09 21:40:00,8.115767566666667,6.6,6.07,55.0,300,60.0,41.38,47.98,68.97,79.97,108.7
D161_CAR_MODEL_A_21,D161_CAR_MODEL_A_21,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-10 09:12:41.205392,2024-06-10 10:11:41.205392,2024-06-10 10:00:00,11.686756533333332,10.08,9.95,59.0,300,75.0,41.31,51.39,55.08,68.52,101.33
D161_CAR_MODEL_A_28,D161_CAR_MODEL_A_28,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-10 09:27:27.031179,2024-06-10 10:01:27.031179,2024-06-10 09:55:00,6.45051965,6.42,5.73,34.0,300,75.0,25.3,31.72,33.74,42.29,111.89
D161_CAR_MODEL_A_26,D161_CAR_MODEL_A_26,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-10 10:38:56.453342,2024-06-10 11:21:56.453342,2024-06-10 11:10:00,11.940889033333333,7.33,7.25,43.0,300,75.0,17.35,24.68,23.13,32.91,101.11
D161_R1_B0_L1_Pagoh,D161_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-10 10:36:00.188898,2024-06-10 11:06:00.188898,2024-06-10 11:00:00,6.0031483,125.0,115.0,30.0,2000,324.0,167.92,292.92,51.83,90.41,108.7
D161_R1_B1_L1_Pagoh,D161_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-10 10:49:38.392061,2024-06-10 11:19:38.392061,2024-06-10 11:10:00,9.639867683333334,125.0,115.0,30.0,2000,324.0,119.67,244.67,36.94,75.52,108.7
D161_R1_B2_L1_Pagoh,D161_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-10 10:57:45.833661,2024-06-10 11:27:45.833661,2024-06-10 11:20:00,7.76389435,125.0,115.0,30.0,2000,324.0,88.84,213.84,27.42,66.0,108.7
D161_R1_B3_L1_Pagoh,D161_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-10 11:14:34.427121,2024-06-10 11:44:34.427121,2024-06-10 11:35:00,9.573785350000001,125.0,115.0,30.0,2000,324.0,127.5,252.5,39.35,77.93,108.7
D161_CAR_MODEL_A_5,D161_CAR_MODEL_A_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-10 13:49:51.375745,2024-06-10 14:23:51.375745,2024-06-10 14:15:00,8.856262416666668,6.42,5.73,34.0,300,75.0,26.33,32.75,35.11,43.66,111.89
D161_CAR_MODEL_A_31,D161_CAR_MODEL_A_31,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-10 14:29:33.080839,2024-06-10 15:02:33.080839,2024-06-10 14:55:00,7.551347316666667,6.42,5.57,33.0,300,75.0,40.18,46.59,53.57,62.13,115.28
D161_CAR_MODEL_A_36,D161_CAR_MODEL_A_36,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-10 15:12:49.049931,2024-06-10 16:00:49.049931,2024-06-10 15:50:00,10.81749885,8.25,8.1,48.0,300,75.0,42.58,50.83,56.77,67.77,101.9
D161_CAR_MODEL_A_30,D161_CAR_MODEL_A_30,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-10 15:10:12.788439,2024-06-10 15:44:12.788439,2024-06-10 15:35:00,9.213140650000001,5.5,5.73,34.0,300,75.0,43.04,48.54,57.38,64.71,95.91
D161_CAR_MODEL_A_6,D161_CAR_MODEL_A_6,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-10 16:12:25.395005,2024-06-10 17:09:25.395005,2024-06-10 17:00:00,9.423250083333333,10.08,9.61,57.0,300,75.0,40.99,51.07,54.65,68.1,104.88
D161_R1_B1_L3_Pagoh,D161_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-10 16:24:34.744235,2024-06-10 16:54:34.744235,2024-06-10 16:45:00,9.579070583333333,125.0,115.0,30.0,2000,324.0,107.23,232.23,33.1,71.68,108.7
D161_R2_B0_L3_Pagoh,D161_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-10 16:25:04.179385,2024-06-10 16:55:04.179385,2024-06-10 16:50:00,5.069656416666667,125.0,115.0,30.0,2000,324.0,121.15,246.15,37.39,75.97,108.7
D161_R1_B2_L3_Pagoh,D161_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-10 16:26:19.697486,2024-06-10 16:56:19.697486,2024-06-10 16:50:00,6.328291433333334,125.0,115.0,30.0,2000,324.0,124.12,249.12,38.31,76.89,108.7
D161_R1_B3_L3_Pagoh,D161_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-10 16:56:41.227279,2024-06-10 17:26:41.227279,2024-06-10 17:20:00,6.6871213166666665,125.0,115.0,30.0,2000,324.0,109.07,234.07,33.66,72.24,108.7
D161_R1_B4_L3_Pagoh,D161_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-10 17:03:31.200278,2024-06-10 17:33:31.200278,2024-06-10 17:25:00,8.520004633333334,125.0,115.0,30.0,2000,324.0,128.81,253.81,39.75,78.33,108.7
D161_R2_B1_L3_Pagoh,D161_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-10 17:24:51.255833,2024-06-10 17:54:51.255833,2024-06-10 17:45:00,9.854263883333335,125.0,115.0,30.0,2000,324.0,136.44,261.44,42.11,80.69,108.7
D161_R1_B0_L3_Pagoh,D161_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-10 17:35:43.123601,2024-06-10 18:05:43.123601,2024-06-10 18:00:00,5.718726683333333,125.0,115.0,30.0,2000,324.0,159.73,284.73,49.3,87.88,108.7
D161_CAR_MODEL_A_32,D161_CAR_MODEL_A_32,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-10 18:11:45.811766,2024-06-10 19:06:45.811766,2024-06-10 19:00:00,6.763529433333333,10.08,9.28,55.0,300,75.0,42.26,52.34,56.34,69.79,108.7
D161_CAR_MODEL_B_12,D161_CAR_MODEL_B_12,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-10 18:31:07.672208,2024-06-10 19:16:07.672208,2024-06-10 19:10:00,6.127870133333333,5.4,4.97,45.0,300,60.0,40.92,46.32,68.2,77.2,108.7
D161_CAR_MODEL_A_12,D161_CAR_MODEL_A_12,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-10 18:30:20.928452,2024-06-10 19:06:20.928452,2024-06-10 19:00:00,6.348807533333333,6.42,6.07,36.0,300,75.0,36.47,42.88,48.62,57.18,105.68
D161_CAR_MODEL_C_10,D161_CAR_MODEL_C_10,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_C,AC,UTC+8,2024-06-10 19:25:27.947524,2024-06-10 20:20:27.947524,2024-06-10 20:15:00,5.465792066666666,10.08,9.28,55.0,300,100.0,35.88,45.96,35.88,45.96,108.7
D161_CAR_MODEL_A_14,D161_CAR_MODEL_A_14,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-10 19:49:09.515344,2024-06-10 20:22:09.515344,2024-06-10 20:15:00,7.158589066666667,6.42,5.57,33.0,300,75.0,14.59,21.0,19.45,28.01,115.28
D161_CAR_MODEL_C_5,D161_CAR_MODEL_C_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_C,AC,UTC+8,2024-06-10 20:29:18.237270,2024-06-10 21:09:18.237270,2024-06-10 21:00:00,9.3039545,7.33,6.75,40.0,300,100.0,13.25,20.59,13.25,20.59,108.7
D161_CAR_MODEL_A_33,D161_CAR_MODEL_A_33,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-10 20:47:44.189902,2024-06-10 21:47:44.189902,2024-06-10 21:40:00,7.736498366666667,11.0,10.12,60.0,300,75.0,16.63,27.63,22.18,36.84,108.7
D162_R1_B0_L1_Pagoh,D162_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-11 10:34:43.349956,2024-06-11 11:04:43.349956,2024-06-11 10:55:00,9.722499266666667,125.0,115.0,30.0,2000,324.0,109.33,234.33,33.74,72.32,108.7
D162_R1_B1_L1_Pagoh,D162_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-11 10:39:56.901064,2024-06-11 11:09:56.901064,2024-06-11 11:00:00,9.948351066666667,125.0,115.0,30.0,2000,324.0,124.09,249.09,38.3,76.88,108.7
D162_CAR_MODEL_A_5,D162_CAR_MODEL_A_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-11 10:42:14.280412,2024-06-11 11:29:14.280412,2024-06-11 11:20:00,9.238006866666666,8.25,7.93,47.0,300,75.0,25.28,33.53,33.7,44.7,104.07
D162_R1_B2_L1_Pagoh,D162_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-11 11:07:07.089355,2024-06-11 11:37:07.089355,2024-06-11 11:30:00,7.118155916666667,125.0,115.0,30.0,2000,324.0,106.99,231.99,33.02,71.6,108.7
D162_R1_B3_L1_Pagoh,D162_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-11 11:15:07.086181,2024-06-11 11:45:07.086181,2024-06-11 11:35:00,10.118103016666668,104.17,98.34,30.0,2000,324.0,209.46,313.63,64.65,96.8,105.93
D162_CAR_MODEL_A_12,D162_CAR_MODEL_A_12,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-11 11:51:51.368824,2024-06-11 12:38:51.368824,2024-06-11 12:30:00,8.856147066666667,8.25,7.93,47.0,300,75.0,7.71,15.96,10.28,21.28,104.07
D162_CAR_MODEL_A_1,D162_CAR_MODEL_A_1,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-11 12:25:00.958212,2024-06-11 13:04:00.958212,2024-06-11 12:55:00,9.0159702,6.42,6.58,39.0,300,75.0,48.79,55.21,65.06,73.61,97.55
D162_CAR_MODEL_A_13,D162_CAR_MODEL_A_13,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-11 12:38:51.983505,2024-06-11 13:21:51.983505,2024-06-11 13:10:00,11.86639175,7.33,7.25,43.0,300,75.0,29.44,36.77,39.26,49.03,101.11
D162_CAR_MODEL_A_8,D162_CAR_MODEL_A_8,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-11 14:12:36.299631,2024-06-11 15:08:36.299631,2024-06-11 14:40:00,28.604993850000003,6.42,5.73,56.0,300,75.0,54.27,60.68,72.36,80.91,111.94
D162_R1_B0_L3_Pagoh,D162_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-11 16:09:22.401257,2024-06-11 16:39:22.401257,2024-06-11 16:30:00,9.373354283333333,125.0,115.0,30.0,2000,324.0,125.02,250.02,38.59,77.17,108.7
D162_R1_B1_L3_Pagoh,D162_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-11 16:11:24.810024,2024-06-11 16:41:24.810024,2024-06-11 16:35:00,6.4135004,125.0,115.0,30.0,2000,324.0,102.87,227.87,31.75,70.33,108.7
D162_R1_B2_L3_Pagoh,D162_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-11 16:24:34.601343,2024-06-11 16:54:34.601343,2024-06-11 16:45:00,9.57668905,125.0,115.0,30.0,2000,324.0,123.68,248.68,38.17,76.75,108.7
D162_R2_B0_L3_Pagoh,D162_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-11 16:35:21.905450,2024-06-11 17:05:21.905450,2024-06-11 17:00:00,5.3650908333333325,125.0,115.0,30.0,2000,324.0,146.4,271.4,45.19,83.77,108.7
D162_R1_B3_L3_Pagoh,D162_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-11 16:36:36.547949,2024-06-11 17:06:36.547949,2024-06-11 17:00:00,6.609132483333334,125.0,115.0,30.0,2000,324.0,123.54,248.54,38.13,76.71,108.7
D162_R2_B1_L3_Pagoh,D162_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-11 16:55:32.830946,2024-06-11 17:25:32.830946,2024-06-11 17:15:00,10.547182433333335,104.17,98.16,30.0,2000,324.0,209.64,313.81,64.7,96.85,106.12
D162_R1_B4_L3_Pagoh,D162_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-11 17:00:07.341686,2024-06-11 17:30:07.341686,2024-06-11 17:25:00,5.122361433333333,125.0,115.0,30.0,2000,324.0,181.5,306.5,56.02,94.6,108.7
D162_R2_B3_L3_Pagoh,D162_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-11 17:12:50.311950,2024-06-11 17:42:50.311950,2024-06-11 17:35:00,7.8385325,125.0,115.0,30.0,2000,324.0,136.85,261.85,42.24,80.82,108.7
D162_CAR_MODEL_A_14,D162_CAR_MODEL_A_14,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-11 18:56:41.163715,2024-06-11 19:33:41.163715,2024-06-11 19:25:00,8.686061916666667,6.42,6.24,37.0,300,75.0,17.3,23.71,23.06,31.62,102.82
D162_CAR_MODEL_A_15,D162_CAR_MODEL_A_15,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-11 19:20:57.204619,2024-06-11 19:59:57.204619,2024-06-11 19:50:00,9.953410316666666,6.42,6.58,39.0,300,75.0,12.25,18.66,16.33,24.89,97.55
D162_CAR_MODEL_B_26,D162_CAR_MODEL_B_26,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-11 20:43:55.501652,2024-06-11 21:15:55.501652,2024-06-11 21:05:00,10.925027533333333,3.6,3.53,32.0,300,60.0,26.42,30.02,44.04,50.04,101.9
D162_CAR_MODEL_A_0,D162_CAR_MODEL_A_0,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-11 20:49:44.763803,2024-06-11 21:49:44.763803,2024-06-11 21:25:00,24.746063383333333,8.25,7.41,60.0,300,75.0,52.59,60.84,70.12,81.12,111.35
D162_CAR_MODEL_A_21,D162_CAR_MODEL_A_21,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-11 20:50:07.494657,2024-06-11 21:24:07.494657,2024-06-11 21:15:00,9.124910949999999,5.5,5.73,34.0,300,75.0,10.05,15.55,13.4,20.74,95.91
D163_R1_B0_L1_Pagoh,D163_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-12 10:32:57.429780,2024-06-12 11:02:57.429780,2024-06-12 10:55:00,7.9571629999999995,125.0,115.0,30.0,2000,324.0,94.86,219.86,29.28,67.86,108.7
D163_R1_B1_L1_Pagoh,D163_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-12 10:46:29.823581,2024-06-12 11:16:29.823581,2024-06-12 11:10:00,6.497059683333333,125.0,115.0,30.0,2000,324.0,84.05,209.05,25.94,64.52,108.7
D163_R1_B2_L1_Pagoh,D163_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-12 11:05:34.265421,2024-06-12 11:35:34.265421,2024-06-12 11:30:00,5.57109035,125.0,115.0,30.0,2000,324.0,150.44,275.44,46.43,85.01,108.7
