_id,sessionID,depot_id,stationID,vehicle_type,charger_type,timezone,connectionTime,disconnectTime,doneChargingTime,extraTime,kWhDelivered,kWhRequested,minutesAvailable,WhPerMile,BUS_CAPACITY_KWH,plug_in_soc_kwh,plug_out_soc_kwh,plug_in_soc_percent,plug_out_soc_percent,energy_met_percent
D163_R1_B3_L1_Pagoh,D163_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-12 11:20:49.419913,2024-06-12 11:50:49.419913,2024-06-12 11:45:00,5.823665216666667,125.0,115.0,30.0,2000,324.0,146.18,271.18,45.12,83.7,108.7
D163_CAR_MODEL_A_9,D163_CAR_MODEL_A_9,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-12 15:48:47.848610,2024-06-12 16:47:47.848610,2024-06-12 16:35:00,12.797476833333333,10.08,9.95,59.0,300,75.0,29.47,39.56,39.3,52.74,101.33
D163_CAR_MODEL_A_5,D163_CAR_MODEL_A_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-12 15:48:50.443978,2024-06-12 16:41:50.443978,2024-06-12 16:30:00,11.840732966666668,9.17,8.94,53.0,300,75.0,3.75,12.92,5.0,17.22,102.54
D163_CAR_MODEL_A_0,D163_CAR_MODEL_A_0,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-12 15:56:10.572910,2024-06-12 16:35:10.572910,2024-06-12 16:30:00,5.176215166666666,7.33,6.58,39.0,300,75.0,34.82,42.15,46.42,56.2,111.48
D163_R1_B0_L3_Pagoh,D163_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-12 16:03:56.489301,2024-06-12 16:33:56.489301,2024-06-12 16:25:00,8.941488349999998,125.0,115.0,30.0,2000,324.0,115.34,240.34,35.6,74.18,108.7
D163_R1_B1_L3_Pagoh,D163_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-12 16:28:22.470986,2024-06-12 16:58:22.470986,2024-06-12 16:50:00,8.374516433333334,125.0,115.0,30.0,2000,324.0,118.73,243.73,36.64,75.22,108.7
D163_CAR_MODEL_A_2,D163_CAR_MODEL_A_2,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-12 16:42:18.826532,2024-06-12 17:36:18.826532,2024-06-12 17:25:00,11.313775533333335,9.17,9.11,54.0,300,75.0,28.78,37.95,38.38,50.6,100.64
D163_R2_B0_L3_Pagoh,D163_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-12 16:42:52.806039,2024-06-12 17:12:52.806039,2024-06-12 17:05:00,7.88010065,125.0,115.0,30.0,2000,324.0,95.88,220.88,29.59,68.17,108.7
D163_R2_B2_L3_Pagoh,D163_R2_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-12 17:10:31.964818,2024-06-12 17:40:31.964818,2024-06-12 17:35:00,5.532746966666666,125.0,111.44,30.0,2000,324.0,196.36,321.36,60.61,99.19,112.17
D163_R1_B2_L3_Pagoh,D163_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-12 17:39:08.248870,2024-06-12 18:09:08.248870,2024-06-12 18:00:00,9.137481166666667,125.0,115.0,30.0,2000,324.0,98.96,223.96,30.54,69.12,108.7
D163_CAR_MODEL_B_6,D163_CAR_MODEL_B_6,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-12 17:45:04.215143,2024-06-12 18:22:04.215143,2024-06-12 18:15:00,7.070252383333334,4.2,4.08,37.0,300,60.0,23.01,27.21,38.35,45.35,102.82
D163_R1_B3_L3_Pagoh,D163_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-12 17:55:13.078237,2024-06-12 18:25:13.078237,2024-06-12 18:20:00,5.217970616666666,125.0,115.0,30.0,2000,324.0,156.37,281.37,48.26,86.84,108.7
D163_R1_B4_L3_Pagoh,D163_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-12 18:00:21.753138,2024-06-12 18:30:21.753138,2024-06-12 18:25:00,5.3625523,125.0,115.0,30.0,2000,324.0,144.31,269.31,44.54,83.12,108.7
D163_CAR_MODEL_B_5,D163_CAR_MODEL_B_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-06-12 20:00:40.938125,2024-06-12 20:47:40.938125,2024-06-12 20:40:00,7.682302083333334,5.4,5.19,47.0,300,60.0,42.27,47.67,70.45,79.45,104.07
D163_CAR_MODEL_A_31,D163_CAR_MODEL_A_31,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-12 20:26:25.964109,2024-06-12 21:13:25.964109,2024-06-12 21:05:00,8.432735150000001,8.25,7.93,47.0,300,75.0,16.66,24.91,22.22,33.22,104.07
D163_CAR_MODEL_B_16,D163_CAR_MODEL_B_16,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-12 20:31:19.454190,2024-06-12 21:03:19.454190,2024-06-12 20:55:00,8.3242365,3.6,3.53,32.0,300,60.0,18.9,22.5,31.51,37.51,101.9
D163_CAR_MODEL_C_17,D163_CAR_MODEL_C_17,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_C,AC,UTC+8,2024-06-12 20:58:13.267410,2024-06-12 21:34:13.267410,2024-06-12 21:25:00,9.221123500000001,6.42,6.07,36.0,300,100.0,66.79,73.2,66.79,73.2,105.68
D164_CAR_MODEL_A_12,D164_CAR_MODEL_A_12,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-13 07:15:15.940874,2024-06-13 08:07:15.940874,2024-06-13 08:00:00,7.265681233333334,9.17,8.77,52.0,300,75.0,39.12,48.28,52.16,64.38,104.52
D164_CAR_MODEL_A_5,D164_CAR_MODEL_A_5,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-13 09:20:35.994248,2024-06-13 10:08:35.994248,2024-06-13 10:00:00,8.599904133333332,8.25,8.1,48.0,300,75.0,13.28,21.53,17.71,28.71,101.9
D164_R1_B0_L1_Pagoh,D164_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-13 10:35:50.469780,2024-06-13 11:05:50.469780,2024-06-13 11:00:00,5.841163,125.0,115.0,30.0,2000,324.0,128.76,253.76,39.74,78.32,108.7
D164_R1_B1_L1_Pagoh,D164_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-13 10:42:46.129990,2024-06-13 11:12:46.129990,2024-06-13 11:05:00,7.768833166666667,125.0,115.0,30.0,2000,324.0,114.58,239.58,35.36,73.94,108.7
D164_R1_B2_L1_Pagoh,D164_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-13 10:57:07.744480,2024-06-13 11:27:07.744480,2024-06-13 11:20:00,7.129074666666667,125.0,115.0,30.0,2000,324.0,123.07,248.07,37.99,76.57,108.7
D164_R1_B3_L1_Pagoh,D164_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-13 11:21:06.171088,2024-06-13 11:51:06.171088,2024-06-13 11:45:00,6.1028514666666664,125.0,115.0,30.0,2000,324.0,91.9,216.9,28.36,66.94,108.7
D164_CAR_MODEL_A_14,D164_CAR_MODEL_A_14,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-13 12:17:27.599669,2024-06-13 13:06:27.599669,2024-06-13 13:00:00,6.459994483333333,9.17,8.26,49.0,300,75.0,47.76,56.93,63.68,75.9,110.91
D164_CAR_MODEL_A_17,D164_CAR_MODEL_A_17,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-13 12:23:29.018041,2024-06-13 13:07:29.018041,2024-06-13 13:00:00,7.483634016666667,8.25,7.42,44.0,300,75.0,27.01,35.26,36.02,47.02,111.17
D164_R1_B1_L3_Pagoh,D164_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-13 16:13:45.974339,2024-06-13 16:43:45.974339,2024-06-13 16:35:00,8.766238983333333,125.0,115.0,30.0,2000,324.0,93.73,218.73,28.93,67.51,108.7
D164_R1_B0_L3_Pagoh,D164_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-13 16:11:34.780559,2024-06-13 16:41:34.780559,2024-06-13 16:35:00,6.579675983333333,125.0,115.0,30.0,2000,324.0,149.78,274.78,46.23,84.81,108.7
D164_R2_B0_L3_Pagoh,D164_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-13 16:34:11.727751,2024-06-13 17:04:11.727751,2024-06-13 16:55:00,9.195462516666668,125.0,115.0,30.0,2000,324.0,168.22,293.22,51.92,90.5,108.7
D164_R1_B2_L3_Pagoh,D164_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-13 16:33:55.241151,2024-06-13 17:03:55.241151,2024-06-13 16:55:00,8.92068585,125.0,115.0,30.0,2000,324.0,106.3,231.3,32.81,71.39,108.7
D164_R1_B3_L3_Pagoh,D164_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-13 16:51:07.865863,2024-06-13 17:21:07.865863,2024-06-13 17:15:00,6.131097716666667,125.0,115.0,30.0,2000,324.0,115.52,240.52,35.66,74.24,108.7
D164_R1_B4_L3_Pagoh,D164_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-13 17:03:32.334586,2024-06-13 17:33:32.334586,2024-06-13 17:25:00,8.538909766666666,125.0,115.0,30.0,2000,324.0,175.7,300.7,54.23,92.81,108.7
D164_R2_B3_L3_Pagoh,D164_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-13 17:17:39.846474,2024-06-13 17:47:39.846474,2024-06-13 17:40:00,7.6641079,125.0,114.63,30.0,2000,324.0,193.17,318.17,59.62,98.2,109.05
D164_CAR_MODEL_A_30,D164_CAR_MODEL_A_30,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-13 17:30:27.493610,2024-06-13 18:27:27.493610,2024-06-13 18:20:00,7.458226833333333,10.08,9.61,57.0,300,75.0,32.57,42.66,43.43,56.87,104.88
D164_CAR_MODEL_A_19,D164_CAR_MODEL_A_19,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-13 17:45:21.901194,2024-06-13 18:45:21.901194,2024-06-13 18:40:00,5.365019899999999,11.0,10.12,60.0,300,75.0,35.37,46.37,47.16,61.82,108.7
D164_CAR_MODEL_B_4,D164_CAR_MODEL_B_4,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-13 19:29:05.132608,2024-06-13 20:14:05.132608,2024-06-13 20:05:00,9.085543466666667,5.4,4.97,45.0,300,60.0,29.26,34.66,48.76,57.76,108.7
D164_CAR_MODEL_A_4,D164_CAR_MODEL_A_4,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-13 19:37:47.583409,2024-06-13 20:25:47.583409,2024-06-13 20:15:00,10.793056816666667,8.25,8.1,48.0,300,75.0,25.55,33.8,34.07,45.07,101.9
D164_CAR_MODEL_B_2,D164_CAR_MODEL_B_2,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-06-13 19:58:13.294322,2024-06-13 20:28:13.294322,2024-06-13 20:20:00,8.221572033333334,3.6,3.31,30.0,300,60.0,26.79,30.39,44.65,50.65,108.7
D165_R1_B0_L1_Pagoh,D165_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-14 10:32:31.914762,2024-06-14 11:02:31.914762,2024-06-14 10:55:00,7.5319127,125.0,115.0,30.0,2000,324.0,166.31,291.31,51.33,89.91,108.7
D165_R1_B1_L1_Pagoh,D165_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-14 10:39:35.874679,2024-06-14 11:09:35.874679,2024-06-14 11:00:00,9.597911316666666,125.0,115.0,30.0,2000,324.0,161.33,286.33,49.79,88.37,108.7
D165_R1_B2_L1_Pagoh,D165_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-14 11:02:10.836927,2024-06-14 11:32:10.836927,2024-06-14 11:25:00,7.18061545,125.0,115.0,30.0,2000,324.0,189.81,314.81,58.58,97.16,108.7
D165_CAR_MODEL_A_13,D165_CAR_MODEL_A_13,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-14 11:09:15.963975,2024-06-14 11:55:15.963975,2024-06-14 11:45:00,10.26606625,8.25,7.76,46.0,300,75.0,46.37,54.62,61.82,72.82,106.33
D165_R1_B3_L1_Pagoh,D165_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-14 11:18:01.179279,2024-06-14 11:48:01.179279,2024-06-14 11:40:00,8.01965465,125.0,115.0,30.0,2000,324.0,134.47,259.47,41.5,80.08,108.7
D165_CAR_MODEL_A_14,D165_CAR_MODEL_A_14,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-14 11:34:45.972031,2024-06-14 12:12:45.972031,2024-06-14 12:00:00,12.766200516666666,6.42,6.41,38.0,300,75.0,28.63,35.05,38.17,46.73,100.11
D165_CAR_MODEL_B_1,D165_CAR_MODEL_B_1,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-14 14:58:35.376043,2024-06-14 15:28:35.376043,2024-06-14 15:20:00,8.589600716666666,3.6,3.31,30.0,300,60.0,16.32,19.92,27.19,33.19,108.7
D165_CAR_MODEL_A_7,D165_CAR_MODEL_A_7,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-14 15:00:39.987746,2024-06-14 15:58:39.987746,2024-06-14 15:50:00,8.666462433333333,10.08,9.78,58.0,300,75.0,33.65,43.74,44.87,58.32,103.07
D165_CAR_MODEL_A_39,D165_CAR_MODEL_A_39,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-14 15:22:38.859556,2024-06-14 15:52:38.859556,2024-06-14 15:45:00,7.6476592666666665,5.5,5.06,30.0,300,75.0,46.83,52.33,62.44,69.77,108.7
D165_R1_B0_L3_Pagoh,D165_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-14 15:50:27.270163,2024-06-14 16:20:27.270163,2024-06-14 16:15:00,5.454502716666667,125.0,115.0,30.0,2000,324.0,151.45,276.45,46.74,85.32,108.7
D165_R1_B1_L3_Pagoh,D165_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-14 16:10:35.241685,2024-06-14 16:40:35.241685,2024-06-14 16:35:00,5.587361416666667,125.0,115.0,30.0,2000,324.0,123.93,248.93,38.25,76.83,108.7
D165_R2_B0_L3_Pagoh,D165_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-14 16:28:33.343618,2024-06-14 16:58:33.343618,2024-06-14 16:50:00,8.555726966666667,125.0,115.0,30.0,2000,324.0,83.65,208.65,25.82,64.4,108.7
D165_R1_B2_L3_Pagoh,D165_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-14 16:26:40.307595,2024-06-14 16:56:40.307595,2024-06-14 16:50:00,6.6717932499999995,125.0,115.0,30.0,2000,324.0,166.15,291.15,51.28,89.86,108.7
D165_CAR_MODEL_A_19,D165_CAR_MODEL_A_19,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-14 16:36:27.859345,2024-06-14 17:31:27.859345,2024-06-14 17:25:00,6.464322416666667,10.08,9.28,55.0,300,75.0,14.66,24.74,19.54,32.99,108.7
D165_R2_B1_L3_Pagoh,D165_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-14 16:43:28.787206,2024-06-14 17:13:28.787206,2024-06-14 17:05:00,8.479786766666667,125.0,115.0,30.0,2000,324.0,131.01,256.01,40.44,79.02,108.7
D165_R1_B3_L3_Pagoh,D165_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-14 16:47:23.415967,2024-06-14 17:17:23.415967,2024-06-14 17:10:00,7.390266116666667,125.0,115.0,30.0,2000,324.0,120.14,245.14,37.08,75.66,108.7
D165_R1_B4_L3_Pagoh,D165_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-14 16:59:05.008248,2024-06-14 17:29:05.008248,2024-06-14 17:20:00,9.083470799999999,125.0,115.0,30.0,2000,324.0,119.85,244.85,36.99,75.57,108.7
D165_R2_B2_L3_Pagoh,D165_R2_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-14 17:00:17.350223,2024-06-14 17:30:17.350223,2024-06-14 17:25:00,5.2891703833333334,125.0,115.0,30.0,2000,324.0,111.69,236.69,34.47,73.05,108.7
D165_CAR_MODEL_B_20,D165_CAR_MODEL_B_20,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-14 17:10:41.546482,2024-06-14 17:48:41.546482,2024-06-14 17:40:00,8.692441366666666,4.2,4.2,38.0,300,60.0,19.29,23.49,32.15,39.15,100.11
D165_R2_B3_L3_Pagoh,D165_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-14 17:20:36.175385,2024-06-14 17:50:36.175385,2024-06-14 17:45:00,5.602923083333334,125.0,115.0,30.0,2000,324.0,176.3,301.3,54.41,92.99,108.7
D165_CAR_MODEL_B_10,D165_CAR_MODEL_B_10,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_B,AC,UTC+8,2024-06-14 18:04:16.828041,2024-06-14 19:01:16.828041,2024-06-14 18:50:00,11.28046735,6.6,6.29,57.0,300,60.0,20.27,26.87,33.79,44.79,104.88
D165_CAR_MODEL_B_14,D165_CAR_MODEL_B_14,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-06-14 18:15:26.371139,2024-06-14 18:51:26.371139,2024-06-14 18:45:00,6.4395189833333335,4.2,3.97,36.0,300,60.0,37.9,42.1,63.16,70.16,105.68
D166_R1_B1_L1_Pagoh,D166_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-15 10:34:32.067556,2024-06-15 11:04:32.067556,2024-06-15 10:55:00,9.534459266666666,125.0,115.0,30.0,2000,324.0,121.38,246.38,37.46,76.04,108.7
D166_R1_B0_L1_Pagoh,D166_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-15 10:30:03.059305,2024-06-15 11:00:03.059305,2024-06-15 10:55:00,5.050988416666667,125.0,115.0,30.0,2000,324.0,112.18,237.18,34.62,73.2,108.7
D166_R1_B2_L1_Pagoh,D166_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-15 10:54:24.672616,2024-06-15 11:24:24.672616,2024-06-15 11:15:00,9.411210266666666,125.0,115.0,30.0,2000,324.0,157.52,282.52,48.62,87.2,108.7
D166_R1_B3_L1_Pagoh,D166_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-15 11:16:54.247409,2024-06-15 11:46:54.247409,2024-06-15 11:40:00,6.904123483333334,125.0,115.0,30.0,2000,324.0,115.83,240.83,35.75,74.33,108.7
D166_R1_B4_L1_Pagoh,D166_R1_B4_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-15 11:30:45.575659,2024-06-15 12:00:45.575659,2024-06-15 11:55:00,5.759594316666666,125.0,115.0,30.0,2000,324.0,133.7,258.7,41.27,79.85,108.7
D166_CAR_MODEL_A_6,D166_CAR_MODEL_A_6,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-06-15 12:42:56.984759,2024-06-15 13:26:56.984759,2024-06-15 13:20:00,6.949745983333333,8.25,7.42,44.0,300,75.0,9.1,17.35,12.13,23.13,111.17
D166_CAR_MODEL_A_10,D166_CAR_MODEL_A_10,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_A,AC,UTC+8,2024-06-15 13:10:41.879585,2024-06-15 13:46:41.879585,2024-06-15 13:40:00,6.697993083333333,6.42,6.07,36.0,300,75.0,12.2,18.62,16.26,24.82,105.68
D166_CAR_MODEL_A_2,D166_CAR_MODEL_A_2,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-06-15 14:27:57.821498,2024-06-15 15:09:57.821498,2024-06-15 15:00:00,9.963691633333333,7.33,7.08,42.0,300,75.0,35.44,42.77,47.25,57.03,103.52
D166_CAR_MODEL_B_2,D166_CAR_MODEL_B_2,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-06-15 14:34:19.127666,2024-06-15 15:31:19.127666,2024-06-15 15:20:00,11.318794433333332,6.6,6.29,57.0,300,60.0,31.38,37.98,52.31,63.31,104.88
D166_CAR_MODEL_B_3,D166_CAR_MODEL_B_3,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-06-15 14:33:42.134808,2024-06-15 15:19:42.134808,2024-06-15 15:10:00,9.702246800000001,5.4,5.08,46.0,300,60.0,31.84,37.24,53.06,62.06,106.33
D166_CAR_MODEL_B_24,D166_CAR_MODEL_B_24,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-06-15 15:41:20.442423,2024-06-15 16:13:20.442423,2024-06-15 16:05:00,8.34070705,3.6,3.53,32.0,300,60.0,35.21,38.81,58.68,64.68,101.9
D166_R1_B0_L3_Pagoh,D166_R1_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-15 15:53:36.863532,2024-06-15 16:23:36.863532,2024-06-15 16:15:00,8.6143922,125.0,115.0,30.0,2000,324.0,160.89,285.89,49.66,88.24,108.7
D166_R1_B1_L3_Pagoh,D166_R1_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-15 16:06:22.266928,2024-06-15 16:36:22.266928,2024-06-15 16:30:00,6.371115466666667,125.0,115.0,30.0,2000,324.0,142.46,267.46,43.97,82.55,108.7
D166_R2_B0_L3_Pagoh,D166_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-15 16:18:44.573538,2024-06-15 16:48:44.573538,2024-06-15 16:40:00,8.7428923,125.0,115.0,30.0,2000,324.0,107.14,232.14,33.07,71.65,108.7
D166_R1_B2_L3_Pagoh,D166_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-15 16:31:45.174055,2024-06-15 17:01:45.174055,2024-06-15 16:55:00,6.7529009166666665,125.0,115.0,30.0,2000,324.0,140.08,265.08,43.24,81.82,108.7
D166_R2_B1_L3_Pagoh,D166_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-06-15 16:43:37.012467,2024-06-15 17:13:37.012467,2024-06-15 17:05:00,8.616874450000001,125.0,115.0,30.0,2000,324.0,142.97,267.97,44.13,82.71,108.7
D166_R1_B3_L3_Pagoh,D166_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-15 16:48:35.887859,2024-06-15 17:18:35.887859,2024-06-15 17:10:00,8.598130983333334,125.0,115.0,30.0,2000,324.0,122.52,247.52,37.81,76.39,108.7
D166_R2_B2_L3_Pagoh,D166_R2_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-06-15 16:59:06.787180,2024-06-15 17:29:06.787180,2024-06-15 17:20:00,9.113119666666668,125.0,115.0,30.0,2000,324.0,139.73,264.73,43.13,81.71,108.7
D166_R1_B4_L3_Pagoh,D166_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-06-15 17:00:44.826448,2024-06-15 17:30:44.826448,2024-06-15 17:25:00,5.747107466666667,125.0,115.0,30.0,2000,324.0,143.95,268.95,44.43,83.01,108.7
D166_R2_B3_L3_Pagoh,D166_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-06-15 17:22:40.392799,2024-06-15 17:52:40.392799,2024-06-15 17:45:00,7.673213316666667,125.0,115.0,30.0,2000,324.0,89.73,214.73,27.69,66.27,108.7
